frame,H_Water_IF->O_SiO2_Surface,H_Water_IF->O_SiO2_Structural,H_Water_IF->O_Hydroxyl_CSH,H_Water_IF->O_NBO_CSH,H_Water_IF->O_Bridging_CSH,H_Water_IF->O_Water_CSH,H_Water_IF->O_Water_IF,H_Water_IF->O_Water_IF_CaCoord,H_Hydroxyl_CSH->O_SiO2_Surface,H_Hydroxyl_CSH->O_SiO2_Structural,H_Hydroxyl_CSH->O_Water_IF,H_Hydroxyl_CSH->O_Water_IF_CaCoord,H_Water_CSH->O_SiO2_Surface,H_Water_CSH->O_SiO2_Structural,H_Water_CSH->O_Water_IF,H_Water_CSH->O_Water_IF_CaCoord,H_SiO2_Hydroxyl->O_Hydroxyl_CSH,H_SiO2_Hydroxyl->O_NBO_CSH,H_SiO2_Hydroxyl->O_Water_CSH,H_SiO2_Hydroxyl->O_Bridging_CSH,H_SiO2_Hydroxyl->O_Water_IF,H_SiO2_Hydroxyl->O_Water_IF_CaCoord,H_Water_IF->O_SiO2_Surface_per_nm2,H_Water_IF->O_SiO2_Structural_per_nm2,H_Water_IF->O_Hydroxyl_CSH_per_nm2,H_Water_IF->O_NBO_CSH_per_nm2,H_Water_IF->O_Bridging_CSH_per_nm2,H_Water_IF->O_Water_CSH_per_nm2,H_Water_IF->O_Water_IF_per_nm2,H_Water_IF->O_Water_IF_CaCoord_per_nm2,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm2,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm2,H_Hydroxyl_CSH->O_Water_IF_per_nm2,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm2,H_Water_CSH->O_SiO2_Surface_per_nm2,H_Water_CSH->O_SiO2_Structural_per_nm2,H_Water_CSH->O_Water_IF_per_nm2,H_Water_CSH->O_Water_IF_CaCoord_per_nm2,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm2,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_CSH_per_nm2,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm2,H_Water_IF->O_SiO2_Surface_per_nm3,H_Water_IF->O_SiO2_Structural_per_nm3,H_Water_IF->O_Hydroxyl_CSH_per_nm3,H_Water_IF->O_NBO_CSH_per_nm3,H_Water_IF->O_Bridging_CSH_per_nm3,H_Water_IF->O_Water_CSH_per_nm3,H_Water_IF->O_Water_IF_per_nm3,H_Water_IF->O_Water_IF_CaCoord_per_nm3,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm3,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm3,H_Hydroxyl_CSH->O_Water_IF_per_nm3,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm3,H_Water_CSH->O_SiO2_Surface_per_nm3,H_Water_CSH->O_SiO2_Structural_per_nm3,H_Water_CSH->O_Water_IF_per_nm3,H_Water_CSH->O_Water_IF_CaCoord_per_nm3,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm3,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_CSH_per_nm3,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm3,H_Water_IF->O_SiO2_Surface_per_donor,H_Water_IF->O_SiO2_Structural_per_donor,H_Water_IF->O_Hydroxyl_CSH_per_donor,H_Water_IF->O_NBO_CSH_per_donor,H_Water_IF->O_Bridging_CSH_per_donor,H_Water_IF->O_Water_CSH_per_donor,H_Water_IF->O_Water_IF_per_donor,H_Water_IF->O_Water_IF_CaCoord_per_donor,H_Hydroxyl_CSH->O_SiO2_Surface_per_donor,H_Hydroxyl_CSH->O_SiO2_Structural_per_donor,H_Hydroxyl_CSH->O_Water_IF_per_donor,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_donor,H_Water_CSH->O_SiO2_Surface_per_donor,H_Water_CSH->O_SiO2_Structural_per_donor,H_Water_CSH->O_Water_IF_per_donor,H_Water_CSH->O_Water_IF_CaCoord_per_donor,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_donor,H_SiO2_Hydroxyl->O_NBO_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_CSH_per_donor,H_SiO2_Hydroxyl->O_Bridging_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_IF_per_donor,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_donor
57,134,0,31,19,6,21,205,17,0,0,27,4,13,0,39,6,0,0,0,0,3,0,6.903218897,0,1.597013327,0.9788146197,0.3090993536,1.081847738,10.56089458,0.8757815018,0,0,1.390947091,0.2060662357,0.6697152661,0,2.009145798,0.3090993536,0,0,0,0,0.1545496768,0,2.995454195,0,0.6929782093,0.4247285799,0.1341248147,0.4694368515,4.582597836,0.3800203083,0,0,0.6035616662,0.08941654313,0.2906037652,0,0.8718112956,0.1341248147,0,0,0,0,0.06706240735,0,0.2240802676,0,0.05183946488,0.03177257525,0.01003344482,0.03511705686,0.3428093645,0.02842809365,0,0,0.09215017065,0.01365187713,0.07514450867,0,0.225433526,0.03468208092,0,0,0,0,0.01666666667,0
58,120,0,28,16,6,27,192,11,0,0,25,6,12,0,35,6,0,0,0,0,3,0,6.181987072,0,1.44246365,0.8242649429,0.3090993536,1.390947091,9.891179315,0.5666821483,0,0,1.287913973,0.3090993536,0.6181987072,0,1.803079563,0.3090993536,0,0,0,0,0.1545496768,0,2.69074109,0,0.6278395877,0.3587654787,0.1345370545,0.6054167452,4.305185744,0.2466512666,0,0,0.5605710604,0.1345370545,0.269074109,0,0.7847994846,0.1345370545,0,0,0,0,0.06726852725,0,0.2,0,0.04666666667,0.02666666667,0.01,0.045,0.32,0.01833333333,0,0,0.08561643836,0.02054794521,0.07058823529,0,0.2058823529,0.03529411765,0,0,0,0,0.01666666667,0
59,116,0,37,19,5,25,211,14,0,0,27,5,11,0,41,6,0,0,0,0,1,0,5.975920836,0,1.90611268,0.9788146197,0.2575827947,1.287913973,10.86999393,0.721231825,0,0,1.390947091,0.2575827947,0.5666821483,0,2.112178916,0.3090993536,0,0,0,0,0.05151655893,0,2.607020042,0,0.8315494963,0.4270119035,0.1123715536,0.5618577678,4.74207956,0.3146403499,0,0,0.6068063892,0.1123715536,0.2472174178,0,0.9214467391,0.1348458643,0,0,0,0,0.02247431071,0,0.1936560935,0,0.06176961603,0.03171953255,0.008347245409,0.04173622705,0.3522537563,0.02337228715,0,0,0.09375,0.01736111111,0.06358381503,0,0.2369942197,0.03468208092,0,0,0,0,0.005555555556,0
60,115,0,35,16,7,24,204,10,0,0,27,4,11,0,47,5,0,0,0,0,1,0,5.924404277,0,1.803079563,0.8242649429,0.3606159125,1.236397414,10.50937802,0.5151655893,0,0,1.390947091,0.2060662357,0.5666821483,0,2.42127827,0.2575827947,0,0,0,0,0.05151655893,0,2.586143285,0,0.7870870868,0.3598112397,0.1574174174,0.5397168595,4.587593306,0.2248820248,0,0,0.6071814669,0.08995280992,0.2473702273,0,1.056945517,0.1124410124,0,0,0,0,0.02248820248,0,0.1932773109,0,0.05882352941,0.0268907563,0.01176470588,0.04033613445,0.3428571429,0.01680672269,0,0,0.09342560554,0.01384083045,0.06395348837,0,0.273255814,0.02906976744,0,0,0,0,0.005555555556,0
61,111,0,37,12,9,24,208,11,0,0,29,3,9,0,45,2,0,0,0,0,1,0,5.718338041,0,1.90611268,0.6181987072,0.4636490304,1.236397414,10.71544426,0.5666821483,0,0,1.493980209,0.1545496768,0.4636490304,0,2.318245152,0.1030331179,0,0,0,0,0.05151655893,0,2.494818275,0,0.8316060918,0.2697100838,0.2022825629,0.5394201676,4.674974786,0.2472342435,0,0,0.6517993692,0.06742752095,0.2022825629,0,1.011412814,0.04495168064,0,0,0,0,0.02247584032,0,0.1862416107,0,0.06208053691,0.02013422819,0.01510067114,0.04026845638,0.3489932886,0.01845637584,0,0,0.09897610922,0.01023890785,0.05294117647,0,0.2647058824,0.01176470588,0,0,0,0,0.005555555556,0
62,116,0,41,18,4,22,186,13,0,0,30,5,7,0,39,1,0,0,0,0,0,0,5.975920836,0,2.112178916,0.9272980608,0.2060662357,1.133364297,9.582079961,0.6697152661,0,0,1.545496768,0.2575827947,0.3606159125,0,2.009145798,0.05151655893,0,0,0,0,0,0,2.604613416,0,0.920596121,0.4041641507,0.08981425571,0.4939784064,4.17636289,0.2918963311,0,0,0.6736069178,0.1122678196,0.1571749475,0,0.8756889932,0.02245356393,0,0,0,0,0,0,0.1949579832,0,0.06890756303,0.03025210084,0.006722689076,0.03697478992,0.312605042,0.0218487395,0,0,0.1016949153,0.01694915254,0.04069767442,0,0.226744186,0.005813953488,0,0,0,0,0,0
63,121,0,36,14,3,22,208,13,0,0,27,6,10,0,44,6,0,0,0,0,1,0,6.233503631,0,1.854596122,0.721231825,0.1545496768,1.133364297,10.71544426,0.6697152661,0,0,1.390947091,0.3090993536,0.5151655893,0,2.266728593,0.3090993536,0,0,0,0,0.05151655893,0,2.718788473,0,0.808895744,0.3145705671,0.06740797867,0.4943251769,4.673619854,0.2921012409,0,0,0.606671808,0.1348159573,0.2246932622,0,0.9886503538,0.1348159573,0,0,0,0,0.02246932622,0,0.2037037037,0,0.06060606061,0.02356902357,0.005050505051,0.03703703704,0.3501683502,0.02188552189,0,0,0.09342560554,0.02076124567,0.05882352941,0,0.2588235294,0.03529411765,0,0,0,0,0.005555555556,0
64,114,0,31,13,10,25,198,18,0,0,23,6,9,0,43,3,0,0,0,0,1,0,5.872887718,0,1.597013327,0.6697152661,0.5151655893,1.287913973,10.20027867,0.9272980608,0,0,1.184880855,0.3090993536,0.4636490304,0,2.215212034,0.1545496768,0,0,0,0,0.05151655893,0,2.569026786,0,0.6985950033,0.2929591949,0.2253532269,0.5633830672,4.461993892,0.4056358083,0,0,0.5183124218,0.1352119361,0.2028179042,0,0.9690188755,0.06760596806,0,0,0,0,0.02253532269,0,0.1919191919,0,0.05218855219,0.02188552189,0.01683501684,0.04208754209,0.3333333333,0.0303030303,0,0,0.07986111111,0.02083333333,0.05263157895,0,0.2514619883,0.01754385965,0,0,0,0,0.005555555556,0
65,111,0,32,14,7,26,204,11,0,0,32,2,4,0,32,6,0,0,0,0,1,0,5.718338041,0,1.648529886,0.721231825,0.3606159125,1.339430532,10.50937802,0.5666821483,0,0,1.648529886,0.1030331179,0.2060662357,0,1.648529886,0.3090993536,0,0,0,0,0.05151655893,0,2.502431189,0,0.721421604,0.3156219518,0.1578109759,0.5861550533,4.599062726,0.2479886764,0,0,0.721421604,0.04508885025,0.0901777005,0,0.721421604,0.1352665508,0,0,0,0,0.02254442513,0,0.1865546218,0,0.05378151261,0.02352941176,0.01176470588,0.04369747899,0.3428571429,0.01848739496,0,0,0.1122807018,0.00701754386,0.02339181287,0,0.1871345029,0.0350877193,0,0,0,0,0.005555555556,0
66,111,0,26,19,5,20,192,17,0,0,26,5,10,0,39,5,0,0,0,0,1,0,5.718338041,0,1.339430532,0.9788146197,0.2575827947,1.030331179,9.891179315,0.8757815018,0,0,1.339430532,0.2575827947,0.5151655893,0,2.009145798,0.2575827947,0,0,0,0,0.05151655893,0,2.500687907,0,0.585746717,0.4280456778,0.1126435994,0.4505743977,4.325514218,0.382988238,0,0,0.585746717,0.1126435994,0.2252871988,0,0.8786200755,0.1126435994,0,0,0,0,0.02252871988,0,0.1856187291,0,0.04347826087,0.03177257525,0.008361204013,0.03344481605,0.3210702341,0.02842809365,0,0,0.08934707904,0.01718213058,0.05917159763,0,0.2307692308,0.02958579882,0,0,0,0,0.005555555556,0
67,116,0,30,14,6,32,193,13,0,0,26,3,9,0,39,8,0,0,0,0,1,0,5.975920836,0,1.545496768,0.721231825,0.3090993536,1.648529886,9.942695874,0.6697152661,0,0,1.339430532,0.1545496768,0.4636490304,0,2.009145798,0.4121324715,0,0,0,0,0.05151655893,0,2.602298482,0,0.6730082281,0.3140705064,0.1346016456,0.7178754433,4.329686267,0.2916368988,0,0,0.5832737977,0.06730082281,0.2019024684,0,0.8749106965,0.1794688608,0,0,0,0,0.0224336076,0,0.1946308725,0,0.05033557047,0.02348993289,0.01006711409,0.05369127517,0.3238255034,0.02181208054,0,0,0.08904109589,0.0102739726,0.05294117647,0,0.2294117647,0.04705882353,0,0,0,0,0.005555555556,0
68,109,0,33,20,4,26,201,8,0,0,30,3,12,0,43,6,0,0,0,0,1,0,5.615304924,0,1.700046445,1.030331179,0.2060662357,1.339430532,10.35482835,0.4121324715,0,0,1.545496768,0.1545496768,0.6181987072,0,2.215212034,0.3090993536,0,0,0,0,0.05151655893,0,2.442480818,0,0.7394666698,0.448161618,0.08963232361,0.5826101035,4.504024261,0.1792646472,0,0,0.6722424271,0.06722424271,0.2688969708,0,0.9635474788,0.1344484854,0,0,0,0,0.0224080809,0,0.1822742475,0,0.05518394649,0.03344481605,0.006688963211,0.04347826087,0.3361204013,0.01337792642,0,0,0.1038062284,0.01038062284,0.07100591716,0,0.2544378698,0.03550295858,0,0,0,0,0.005555555556,0
69,127,0,31,16,10,20,204,11,0,0,30,6,11,0,42,4,0,0,0,0,1,0,6.542602984,0,1.597013327,0.8242649429,0.5151655893,1.030331179,10.50937802,0.5666821483,0,0,1.545496768,0.3090993536,0.5666821483,0,2.163695475,0.2060662357,0,0,0,0,0.05151655893,0,2.831522818,0,0.691159113,0.3567272841,0.2229545526,0.4459091052,4.548272873,0.2452500078,0,0,0.6688636578,0.1337727316,0.2452500078,0,0.9364091209,0.08918182103,0,0,0,0,0.02229545526,0,0.2123745819,0,0.05183946488,0.02675585284,0.01672240803,0.03344481605,0.3411371237,0.01839464883,0,0,0.1013513514,0.02027027027,0.06395348837,0,0.2441860465,0.02325581395,0,0,0,0,0.005555555556,0
70,130,0,29,14,8,21,207,17,0,0,24,7,11,0,32,8,0,0,0,0,1,0,6.697152661,0,1.493980209,0.721231825,0.4121324715,1.081847738,10.6639277,0.8757815018,0,0,1.236397414,0.3606159125,0.5666821483,0,1.648529886,0.4121324715,0,0,0,0,0.05151655893,0,2.92105063,0,0.6516189867,0.3145746832,0.1797569619,0.4718620249,4.651211388,0.3819835439,0,0,0.5392708856,0.1572873416,0.2471658225,0,0.7190278474,0.1797569619,0,0,0,0,0.02246962023,0,0.2173913043,0,0.04849498328,0.02341137124,0.01337792642,0.03511705686,0.3461538462,0.02842809365,0,0,0.0830449827,0.02422145329,0.06395348837,0,0.1860465116,0.04651162791,0,0,0,0,0.005555555556,0
71,111,0,28,19,7,32,211,16,0,0,24,4,12,0,43,10,0,0,0,0,1,0,5.718338041,0,1.44246365,0.9788146197,0.3606159125,1.648529886,10.86999393,0.8242649429,0,0,1.236397414,0.2060662357,0.6181987072,0,2.215212034,0.5151655893,0,0,0,0,0.05151655893,0,2.497222252,0,0.6299299374,0.4274524575,0.1574824844,0.7199199285,4.746972028,0.3599599642,0,0,0.5399399463,0.08998999106,0.2699699732,0,0.9673924039,0.2249749776,0,0,0,0,0.02249749776,0,0.1856187291,0,0.04682274247,0.03177257525,0.01170568562,0.05351170569,0.3528428094,0.02675585284,0,0,0.08421052632,0.01403508772,0.06976744186,0,0.25,0.05813953488,0,0,0,0,0.005555555556,0
72,118,0,34,15,4,24,199,14,0,0,25,5,9,0,31,7,0,0,0,0,1,0,6.078953954,0,1.751563004,0.772748384,0.2060662357,1.236397414,10.25179523,0.721231825,0,0,1.287913973,0.2575827947,0.4636490304,0,1.597013327,0.3606159125,0,0,0,0,0.05151655893,0,2.641657836,0,0.7611556477,0.3358039622,0.08954772325,0.5372863395,4.454999232,0.3134170314,0,0,0.5596732703,0.1119346541,0.2014823773,0,0.6939948552,0.1567085157,0,0,0,0,0.02238693081,0,0.1979865772,0,0.05704697987,0.02516778523,0.006711409396,0.04026845638,0.3338926174,0.02348993289,0,0,0.08741258741,0.01748251748,0.0523255814,0,0.1802325581,0.04069767442,0,0,0,0,0.005555555556,0
73,120,0,34,14,7,26,205,8,0,0,28,5,11,0,40,11,0,0,0,0,0,0,6.181987072,0,1.751563004,0.721231825,0.3606159125,1.339430532,10.56089458,0.4121324715,0,0,1.44246365,0.2575827947,0.5666821483,0,2.060662357,0.5666821483,0,0,0,0,0,0,2.693020337,0,0.7630224288,0.314185706,0.157092853,0.5834877397,4.600576409,0.1795346891,0,0,0.628371412,0.1122091807,0.2468601976,0,0.8976734457,0.2468601976,0,0,0,0,0,0,0.2006688963,0,0.05685618729,0.02341137124,0.01170568562,0.04347826087,0.3428093645,0.01337792642,0,0,0.09621993127,0.01718213058,0.06358381503,0,0.2312138728,0.06358381503,0,0,0,0,0,0
74,123,0,33,20,9,31,204,18,0,0,26,6,7,0,44,9,0,0,0,0,0,0,6.336536749,0,1.700046445,1.030331179,0.4636490304,1.597013327,10.50937802,0.9272980608,0,0,1.339430532,0.3090993536,0.3606159125,0,2.266728593,0.4636490304,0,0,0,0,0,0,2.763577059,0,0.7414475036,0.4493621234,0.2022129555,0.6965112912,4.583493658,0.404425911,0,0,0.5841707604,0.134808637,0.1572767432,0,0.9885966714,0.2022129555,0,0,0,0,0,0,0.2056856187,0,0.05518394649,0.03344481605,0.01505016722,0.05183946488,0.3411371237,0.03010033445,0,0,0.08904109589,0.02054794521,0.04046242775,0,0.2543352601,0.05202312139,0,0,0,0,0,0
75,112,0,31,20,9,28,203,9,0,0,25,6,9,0,38,4,0,0,0,0,1,0,5.7698546,0,1.597013327,1.030331179,0.4636490304,1.44246365,10.45786146,0.4636490304,0,0,1.287913973,0.3090993536,0.4636490304,0,1.957629239,0.2060662357,0,0,0,0,0.05151655893,0,2.507813579,0,0.6941269728,0.4478238534,0.2015207341,0.6269533948,4.545412112,0.2015207341,0,0,0.5597798168,0.134347156,0.2015207341,0,0.8508653215,0.08956477069,0,0,0,0,0.02239119267,0,0.1879194631,0,0.05201342282,0.03355704698,0.01510067114,0.04697986577,0.3406040268,0.01510067114,0,0,0.08620689655,0.02068965517,0.05202312139,0,0.2196531792,0.02312138728,0,0,0,0,0.005555555556,0
76,113,1,31,24,7,27,208,6,0,0,27,7,9,0,38,10,0,0,0,0,1,0,5.821371159,0.05151655893,1.597013327,1.236397414,0.3606159125,1.390947091,10.71544426,0.3090993536,0,0,1.390947091,0.3606159125,0.4636490304,0,1.957629239,0.5151655893,0,0,0,0,0.05151655893,0,2.53146514,0.02240234637,0.6944727376,0.5376563129,0.1568164246,0.6048633521,4.659688046,0.1344140782,0,0,0.6048633521,0.1568164246,0.2016211174,0,0.8512891622,0.2240234637,0,0,0,0,0.02240234637,0,0.1889632107,0.001672240803,0.05183946488,0.04013377926,0.01170568562,0.04515050167,0.347826087,0.01003344482,0,0,0.09310344828,0.02413793103,0.0523255814,0,0.2209302326,0.05813953488,0,0,0,0,0.005555555556,0
77,120,0,32,18,6,29,208,8,0,0,29,8,9,0,38,7,0,0,0,0,1,0,6.181987072,0,1.648529886,0.9272980608,0.3090993536,1.493980209,10.71544426,0.4121324715,0,0,1.493980209,0.4121324715,0.4636490304,0,1.957629239,0.3606159125,0,0,0,0,0.05151655893,0,2.699234708,0,0.7197959222,0.4048852062,0.1349617354,0.6523150545,4.678673494,0.1799489805,0,0,0.6523150545,0.1799489805,0.2024426031,0,0.8547576576,0.157455358,0,0,0,0,0.02249362257,0,0.2006688963,0,0.05351170569,0.03010033445,0.01003344482,0.04849498328,0.347826087,0.01337792642,0,0,0.1010452962,0.02787456446,0.0523255814,0,0.2209302326,0.04069767442,0,0,0,0,0.005555555556,0
78,112,0,36,17,8,21,196,11,0,0,28,3,8,0,38,10,0,0,0,0,1,0,5.7698546,0,1.854596122,0.8757815018,0.4121324715,1.081847738,10.09724555,0.5666821483,0,0,1.44246365,0.1545496768,0.4121324715,0,1.957629239,0.5151655893,0,0,0,0,0.05151655893,0,2.51278235,0,0.8076800409,0.3814044638,0.1794844535,0.4711466906,4.397369112,0.2467911236,0,0,0.6281955874,0.06730667008,0.1794844535,0,0.8525511543,0.2243555669,0,0,0,0,0.02243555669,0,0.1872909699,0,0.0602006689,0.02842809365,0.01337792642,0.03511705686,0.3277591973,0.01839464883,0,0,0.09655172414,0.01034482759,0.04624277457,0,0.2196531792,0.05780346821,0,0,0,0,0.005555555556,0
79,117,0,31,17,8,22,204,15,0,0,28,6,12,0,42,4,0,0,0,0,1,0,6.027437395,0,1.597013327,0.8757815018,0.4121324715,1.133364297,10.50937802,0.772748384,0,0,1.44246365,0.3090993536,0.6181987072,0,2.163695475,0.2060662357,0,0,0,0,0.05151655893,0,2.631667086,0,0.6972793134,0.3823789783,0.1799430486,0.4948433837,4.58854774,0.3373932162,0,0,0.6298006702,0.1349572865,0.2699145729,0,0.9447010053,0.08997152431,0,0,0,0,0.02249288108,0,0.1956521739,0,0.05183946488,0.02842809365,0.01337792642,0.03678929766,0.3411371237,0.02508361204,0,0,0.0985915493,0.02112676056,0.06976744186,0,0.2441860465,0.02325581395,0,0,0,0,0.005555555556,0
80,108,0,33,17,6,32,202,16,0,0,24,5,11,0,39,8,0,0,0,0,1,0,5.563788365,0,1.700046445,0.8757815018,0.3090993536,1.648529886,10.4063449,0.8242649429,0,0,1.236397414,0.2575827947,0.5666821483,0,2.009145798,0.4121324715,0,0,0,0,0.05151655893,0,2.432035535,0,0.7431219689,0.3828204082,0.1351130853,0.7206031213,4.548807203,0.3603015607,0,0,0.540452341,0.1125942377,0.247707323,0,0.8782350541,0.1801507803,0,0,0,0,0.02251884754,0,0.1806020067,0,0.05518394649,0.02842809365,0.01003344482,0.05351170569,0.3377926421,0.02675585284,0,0,0.08510638298,0.01773049645,0.06432748538,0,0.2280701754,0.04678362573,0,0,0,0,0.005555555556,0
81,111,0,36,22,6,26,208,17,0,0,27,6,9,0,38,4,0,0,0,0,1,0,5.718338041,0,1.854596122,1.133364297,0.3090993536,1.339430532,10.71544426,0.8757815018,0,0,1.390947091,0.3090993536,0.4636490304,0,1.957629239,0.2060662357,0,0,0,0,0.05151655893,0,2.490662437,0,0.8077824121,0.4936448074,0.134630402,0.5833984087,4.66718727,0.3814528057,0,0,0.605836809,0.134630402,0.201945603,0,0.8526592127,0.08975360134,0,0,0,0,0.02243840033,0,0.1862416107,0,0.06040268456,0.03691275168,0.01006711409,0.04362416107,0.3489932886,0.02852348993,0,0,0.09342560554,0.02076124567,0.0523255814,0,0.2209302326,0.02325581395,0,0,0,0,0.005555555556,0
82,107,0,24,17,8,27,198,12,0,0,27,7,11,0,41,3,0,0,0,0,1,0,5.512271806,0,1.236397414,0.8757815018,0.4121324715,1.390947091,10.20027867,0.6181987072,0,0,1.390947091,0.3606159125,0.5666821483,0,2.112178916,0.1545496768,0,0,0,0,0.05151655893,0,2.391071318,0,0.5363150621,0.3798898356,0.1787716874,0.6033544448,4.424599262,0.268157531,0,0,0.6033544448,0.1564252264,0.2458110701,0,0.9162048977,0.06703938276,0,0,0,0,0.02234646092,0,0.1792294807,0,0.04020100503,0.02847571189,0.01340033501,0.04522613065,0.3316582915,0.02010050251,0,0,0.09310344828,0.02413793103,0.0632183908,0,0.2356321839,0.01724137931,0,0,0,0,0.005555555556,0
83,129,0,31,19,4,31,213,12,0,0,27,5,11,0,39,2,0,0,0,0,1,0,6.645636102,0,1.597013327,0.9788146197,0.2060662357,1.597013327,10.97302705,0.6181987072,0,0,1.390947091,0.2575827947,0.5666821483,0,2.009145798,0.1030331179,0,0,0,0,0.05151655893,0,2.883794885,0,0.6930049724,0.4247449831,0.08941999644,0.6930049724,4.761614811,0.2682599893,0,0,0.603584976,0.1117749956,0.2459049902,0,0.8718449653,0.04470999822,0,0,0,0,0.02235499911,0,0.2157190635,0,0.05183946488,0.03177257525,0.006688963211,0.05183946488,0.356187291,0.02006688963,0,0,0.09407665505,0.01742160279,0.06285714286,0,0.2228571429,0.01142857143,0,0,0,0,0.005555555556,0
84,115,0,29,14,7,22,211,14,0,0,31,4,15,0,41,7,0,0,0,0,1,0,5.924404277,0,1.493980209,0.721231825,0.3606159125,1.133364297,10.86999393,0.721231825,0,0,1.597013327,0.2060662357,0.772748384,0,2.112178916,0.3606159125,0,0,0,0,0.05151655893,0,2.588924528,0,0.6528592288,0.3151734208,0.1575867104,0.4952725184,4.750113699,0.3151734208,0,0,0.6978840032,0.09004954879,0.337685808,0,0.9230078751,0.1575867104,0,0,0,0,0.0225123872,0,0.1923076923,0,0.04849498328,0.02341137124,0.01170568562,0.03678929766,0.3528428094,0.02341137124,0,0,0.1091549296,0.01408450704,0.08720930233,0,0.238372093,0.04069767442,0,0,0,0,0.005555555556,0
85,120,0,29,16,7,25,193,8,0,0,29,9,12,0,30,4,0,0,0,0,1,0,6.181987072,0,1.493980209,0.8242649429,0.3606159125,1.287913973,9.942695874,0.4121324715,0,0,1.493980209,0.4636490304,0.6181987072,0,1.545496768,0.2060662357,0,0,0,0,0.05151655893,0,2.713381701,0,0.6557339112,0.3617842268,0.1582805992,0.5652878545,4.364022236,0.1808921134,0,0,0.6557339112,0.2035036276,0.2713381701,0,0.6783454253,0.09044605671,0,0,0,0,0.02261151418,0,0.2006688963,0,0.04849498328,0.02675585284,0.01170568562,0.04180602007,0.3227424749,0.01337792642,0,0,0.1021126761,0.03169014085,0.0701754386,0,0.1754385965,0.02339181287,0,0,0,0,0.005555555556,0
86,116,0,31,19,7,24,200,13,0,0,37,6,11,0,44,5,0,0,0,0,1,0,5.975920836,0,1.597013327,0.9788146197,0.3606159125,1.236397414,10.30331179,0.6697152661,0,0,1.90611268,0.3090993536,0.5666821483,0,2.266728593,0.2575827947,0,0,0,0,0.05151655893,0,2.610319607,0,0.6975854123,0.4275523495,0.1575192866,0.5400661256,4.500551047,0.2925358181,0,0,0.8326019437,0.1350165314,0.2475303076,0,0.9901212303,0.1125137762,0,0,0,0,0.02250275523,0,0.1939799331,0,0.05183946488,0.03177257525,0.01170568562,0.04013377926,0.3344481605,0.02173913043,0,0,0.1271477663,0.0206185567,0.06395348837,0,0.2558139535,0.02906976744,0,0,0,0,0.005555555556,0
87,122,1,36,22,8,26,185,8,0,0,29,7,13,0,40,2,0,0,0,0,1,0,6.28502019,0.05151655893,1.854596122,1.133364297,0.4121324715,1.339430532,9.530563402,0.4121324715,0,0,1.493980209,0.3606159125,0.6697152661,0,2.060662357,0.1030331179,0,0,0,0,0.05151655893,0,2.73765774,0.02243981754,0.8078334314,0.4936759859,0.1795185403,0.583435256,4.151366245,0.1795185403,0,0,0.6507547086,0.1570787228,0.291717628,0,0.8975927016,0.04487963508,0,0,0,0,0.02243981754,0,0.2040133779,0.001672240803,0.0602006689,0.03678929766,0.01337792642,0.04347826087,0.3093645485,0.01337792642,0,0,0.09965635739,0.02405498282,0.07558139535,0,0.2325581395,0.01162790698,0,0,0,0,0.005555555556,0
88,119,0,30,16,6,28,196,7,0,0,30,3,8,0,36,8,0,0,0,0,1,0,6.130470513,0,1.545496768,0.8242649429,0.3090993536,1.44246365,10.09724555,0.3606159125,0,0,1.545496768,0.1545496768,0.4121324715,0,1.854596122,0.4121324715,0,0,0,0,0.05151655893,0,2.677749506,0,0.6750629006,0.360033547,0.1350125801,0.6300587073,4.410410951,0.1575146768,0,0,0.6750629006,0.06750629006,0.1800167735,0,0.8100754808,0.1800167735,0,0,0,0,0.02250209669,0,0.1989966555,0,0.05016722408,0.02675585284,0.01003344482,0.04682274247,0.3277591973,0.01170568562,0,0,0.1045296167,0.01045296167,0.04651162791,0,0.2093023256,0.04651162791,0,0,0,0,0.005555555556,0
